[2024-03-26 22:35:48.166] [INFO]: cpu memory available: 1870.58 GB, disk space available: 22192.04 GB, keep dataset in memory: True.
[2024-03-26 22:40:30.980] [INFO]: cpu memory available: 1890.55 GB, disk space available: 22184.81 GB, keep dataset in memory: True.
[2024-03-26 22:52:11.816] [INFO]: cpu memory available: 1890.39 GB, disk space available: 22153.79 GB, keep dataset in memory: True.
[2024-03-26 22:57:14.538] [INFO]: cpu memory available: 1888.83 GB, disk space available: 22136.07 GB, keep dataset in memory: True.
[2024-03-26 22:57:27.581] [INFO]: using device: cuda 
[2024-03-26 22:57:29.865] [INFO]: train dataset size: 6820976, steps per epoch:426311; validation dataset size: 18487, steps per validation: 1155; datalodater num_workers: 0.
[2024-03-27 08:56:21.338] [INFO]: training loss: epoch:0, step:185500, loss:2.461819887161255, device:cuda
[2024-03-27 08:56:30.682] [INFO]: training loss: epoch:0, step:185550, loss:3.3577077388763428, device:cuda
[2024-03-27 08:56:40.329] [INFO]: training loss: epoch:0, step:185600, loss:2.8947863578796387, device:cuda
[2024-03-27 08:56:49.940] [INFO]: training loss: epoch:0, step:185650, loss:2.9752285480499268, device:cuda
[2024-03-27 08:56:59.229] [INFO]: training loss: epoch:0, step:185700, loss:3.1368608474731445, device:cuda
[2024-03-27 08:57:08.617] [INFO]: training loss: epoch:0, step:185750, loss:2.915311336517334, device:cuda
[2024-03-27 08:57:17.163] [INFO]: training loss: epoch:0, step:185800, loss:2.8123693466186523, device:cuda
[2024-03-27 08:57:26.667] [INFO]: training loss: epoch:0, step:185850, loss:3.235541820526123, device:cuda
[2024-03-27 08:57:35.760] [INFO]: training loss: epoch:0, step:185900, loss:2.946535110473633, device:cuda
[2024-03-27 08:57:45.487] [INFO]: training loss: epoch:0, step:185950, loss:3.0026400089263916, device:cuda
[2024-03-27 08:57:55.236] [INFO]: training loss: epoch:0, step:186000, loss:3.1761512756347656, device:cuda
[2024-03-27 08:58:04.729] [INFO]: training loss: epoch:0, step:186050, loss:3.1430277824401855, device:cuda
[2024-03-27 08:58:14.054] [INFO]: training loss: epoch:0, step:186100, loss:3.0843753814697266, device:cuda
[2024-03-27 08:58:23.520] [INFO]: training loss: epoch:0, step:186150, loss:2.8295462131500244, device:cuda
[2024-03-27 08:58:32.806] [INFO]: training loss: epoch:0, step:186200, loss:3.0332448482513428, device:cuda
[2024-03-27 08:58:42.511] [INFO]: training loss: epoch:0, step:186250, loss:2.8924639225006104, device:cuda
[2024-03-27 08:58:51.885] [INFO]: training loss: epoch:0, step:186300, loss:3.198279857635498, device:cuda
[2024-03-27 08:59:01.328] [INFO]: training loss: epoch:0, step:186350, loss:3.1683125495910645, device:cuda
[2024-03-27 08:59:10.865] [INFO]: training loss: epoch:0, step:186400, loss:2.8807146549224854, device:cuda
[2024-03-27 08:59:20.666] [INFO]: training loss: epoch:0, step:186450, loss:3.2142512798309326, device:cuda
[2024-03-27 08:59:30.577] [INFO]: training loss: epoch:0, step:186500, loss:2.6420910358428955, device:cuda
[2024-03-27 08:59:39.611] [INFO]: training loss: epoch:0, step:186550, loss:3.421755075454712, device:cuda
[2024-03-27 08:59:49.197] [INFO]: training loss: epoch:0, step:186600, loss:3.2618660926818848, device:cuda
[2024-03-27 08:59:59.259] [INFO]: training loss: epoch:0, step:186650, loss:3.495562791824341, device:cuda
[2024-03-27 09:00:11.197] [INFO]: training loss: epoch:0, step:186700, loss:2.8486545085906982, device:cuda
[2024-03-27 09:00:20.746] [INFO]: training loss: epoch:0, step:186750, loss:2.9129085540771484, device:cuda
[2024-03-27 09:00:30.494] [INFO]: training loss: epoch:0, step:186800, loss:3.2755563259124756, device:cuda
[2024-03-27 09:00:39.400] [INFO]: training loss: epoch:0, step:186850, loss:3.106006145477295, device:cuda
[2024-03-27 09:00:49.098] [INFO]: training loss: epoch:0, step:186900, loss:2.5512118339538574, device:cuda
[2024-03-27 09:00:58.947] [INFO]: training loss: epoch:0, step:186950, loss:2.917792320251465, device:cuda
[2024-03-27 09:01:09.160] [INFO]: training loss: epoch:0, step:187000, loss:3.073228359222412, device:cuda
[2024-03-27 09:01:19.267] [INFO]: training loss: epoch:0, step:187050, loss:3.071990966796875, device:cuda
[2024-03-27 09:01:28.885] [INFO]: training loss: epoch:0, step:187100, loss:2.7473928928375244, device:cuda
[2024-03-27 09:01:37.955] [INFO]: training loss: epoch:0, step:187150, loss:2.5814297199249268, device:cuda
[2024-03-27 09:01:47.779] [INFO]: training loss: epoch:0, step:187200, loss:3.032315969467163, device:cuda
[2024-03-27 09:01:57.444] [INFO]: training loss: epoch:0, step:187250, loss:3.103717088699341, device:cuda
[2024-03-27 09:02:07.436] [INFO]: training loss: epoch:0, step:187300, loss:2.110271692276001, device:cuda
[2024-03-27 09:02:16.961] [INFO]: training loss: epoch:0, step:187350, loss:3.0583884716033936, device:cuda
[2024-03-27 09:02:26.724] [INFO]: training loss: epoch:0, step:187400, loss:3.119778871536255, device:cuda
[2024-03-27 09:02:36.095] [INFO]: training loss: epoch:0, step:187450, loss:3.1525075435638428, device:cuda
[2024-03-27 09:02:45.845] [INFO]: training loss: epoch:0, step:187500, loss:2.509216547012329, device:cuda
[2024-03-27 09:02:55.252] [INFO]: training loss: epoch:0, step:187550, loss:3.235032081604004, device:cuda
[2024-03-27 09:03:05.306] [INFO]: training loss: epoch:0, step:187600, loss:3.1864497661590576, device:cuda
[2024-03-27 09:03:14.648] [INFO]: training loss: epoch:0, step:187650, loss:3.1016969680786133, device:cuda
[2024-03-27 09:03:24.356] [INFO]: training loss: epoch:0, step:187700, loss:3.00785756111145, device:cuda
[2024-03-27 09:03:33.489] [INFO]: training loss: epoch:0, step:187750, loss:3.083925247192383, device:cuda
[2024-03-27 09:03:43.131] [INFO]: training loss: epoch:0, step:187800, loss:3.0395588874816895, device:cuda
[2024-03-27 09:03:52.706] [INFO]: training loss: epoch:0, step:187850, loss:2.539069890975952, device:cuda
[2024-03-27 09:04:02.001] [INFO]: training loss: epoch:0, step:187900, loss:2.9675116539001465, device:cuda
[2024-03-27 09:04:11.177] [INFO]: training loss: epoch:0, step:187950, loss:3.060417652130127, device:cuda
[2024-03-27 09:04:20.957] [INFO]: training loss: epoch:0, step:188000, loss:2.722836494445801, device:cuda
[2024-03-27 09:04:29.721] [INFO]: training loss: epoch:0, step:188050, loss:3.208852767944336, device:cuda
[2024-03-27 09:04:39.064] [INFO]: training loss: epoch:0, step:188100, loss:2.6584997177124023, device:cuda
[2024-03-27 09:04:48.506] [INFO]: training loss: epoch:0, step:188150, loss:3.1624670028686523, device:cuda
[2024-03-27 09:04:57.779] [INFO]: training loss: epoch:0, step:188200, loss:2.9735262393951416, device:cuda
[2024-03-27 09:05:07.111] [INFO]: training loss: epoch:0, step:188250, loss:2.8007850646972656, device:cuda
[2024-03-27 09:05:17.104] [INFO]: training loss: epoch:0, step:188300, loss:2.4844658374786377, device:cuda
[2024-03-27 09:05:27.689] [INFO]: training loss: epoch:0, step:188350, loss:2.943803310394287, device:cuda
[2024-03-27 09:05:37.916] [INFO]: training loss: epoch:0, step:188400, loss:3.1249771118164062, device:cuda
[2024-03-27 09:05:47.502] [INFO]: training loss: epoch:0, step:188450, loss:2.940802574157715, device:cuda
[2024-03-27 09:05:57.269] [INFO]: training loss: epoch:0, step:188500, loss:2.962486743927002, device:cuda
[2024-03-27 09:06:06.340] [INFO]: training loss: epoch:0, step:188550, loss:2.3128957748413086, device:cuda
[2024-03-27 09:06:15.697] [INFO]: training loss: epoch:0, step:188600, loss:3.072517156600952, device:cuda
[2024-03-27 09:06:25.012] [INFO]: training loss: epoch:0, step:188650, loss:3.0746617317199707, device:cuda
[2024-03-27 09:06:34.434] [INFO]: training loss: epoch:0, step:188700, loss:2.4619503021240234, device:cuda
[2024-03-27 09:06:44.176] [INFO]: training loss: epoch:0, step:188750, loss:3.155776262283325, device:cuda
[2024-03-27 09:06:53.860] [INFO]: training loss: epoch:0, step:188800, loss:3.181896209716797, device:cuda
[2024-03-27 09:07:03.399] [INFO]: training loss: epoch:0, step:188850, loss:3.0262374877929688, device:cuda
[2024-03-27 09:07:12.984] [INFO]: training loss: epoch:0, step:188900, loss:3.0191800594329834, device:cuda
[2024-03-27 09:07:22.525] [INFO]: training loss: epoch:0, step:188950, loss:3.2831342220306396, device:cuda
[2024-03-27 09:07:32.047] [INFO]: training loss: epoch:0, step:189000, loss:2.731326103210449, device:cuda
[2024-03-27 09:07:41.219] [INFO]: training loss: epoch:0, step:189050, loss:3.131880283355713, device:cuda
[2024-03-27 09:07:50.674] [INFO]: training loss: epoch:0, step:189100, loss:2.2652509212493896, device:cuda
[2024-03-27 09:07:59.635] [INFO]: training loss: epoch:0, step:189150, loss:2.908334255218506, device:cuda
[2024-03-27 09:08:08.449] [INFO]: training loss: epoch:0, step:189200, loss:2.5526726245880127, device:cuda
[2024-03-27 09:08:17.302] [INFO]: training loss: epoch:0, step:189250, loss:2.388953447341919, device:cuda
[2024-03-27 09:08:26.979] [INFO]: training loss: epoch:0, step:189300, loss:3.3689124584198, device:cuda
[2024-03-27 09:08:36.956] [INFO]: training loss: epoch:0, step:189350, loss:2.869950532913208, device:cuda
[2024-03-27 09:08:46.598] [INFO]: training loss: epoch:0, step:189400, loss:3.249178171157837, device:cuda
[2024-03-27 09:08:55.837] [INFO]: training loss: epoch:0, step:189450, loss:3.340310573577881, device:cuda
[2024-03-27 09:09:05.973] [INFO]: training loss: epoch:0, step:189500, loss:2.642364978790283, device:cuda
[2024-03-27 09:09:15.228] [INFO]: training loss: epoch:0, step:189550, loss:2.330343246459961, device:cuda
[2024-03-27 09:09:24.556] [INFO]: training loss: epoch:0, step:189600, loss:2.6553995609283447, device:cuda
[2024-03-27 09:09:33.839] [INFO]: training loss: epoch:0, step:189650, loss:3.1038451194763184, device:cuda
[2024-03-27 09:09:43.010] [INFO]: training loss: epoch:0, step:189700, loss:2.8458244800567627, device:cuda
[2024-03-27 09:09:52.380] [INFO]: training loss: epoch:0, step:189750, loss:2.7661969661712646, device:cuda
[2024-03-27 09:10:01.452] [INFO]: training loss: epoch:0, step:189800, loss:2.5109639167785645, device:cuda
[2024-03-27 09:10:10.401] [INFO]: training loss: epoch:0, step:189850, loss:2.792571783065796, device:cuda
[2024-03-27 09:10:19.751] [INFO]: training loss: epoch:0, step:189900, loss:2.2214903831481934, device:cuda
[2024-03-27 09:10:29.379] [INFO]: training loss: epoch:0, step:189950, loss:2.4690282344818115, device:cuda
[2024-03-27 09:10:40.140] [INFO]: training loss: epoch:0, step:190000, loss:2.808912515640259, device:cuda
[2024-03-27 09:10:50.004] [INFO]: training loss: epoch:0, step:190050, loss:2.747035503387451, device:cuda
[2024-03-27 09:10:59.485] [INFO]: training loss: epoch:0, step:190100, loss:3.040248155593872, device:cuda
[2024-03-27 09:11:09.256] [INFO]: training loss: epoch:0, step:190150, loss:2.954533576965332, device:cuda
[2024-03-27 09:11:18.517] [INFO]: training loss: epoch:0, step:190200, loss:3.010819911956787, device:cuda
[2024-03-27 09:11:27.466] [INFO]: training loss: epoch:0, step:190250, loss:3.074178457260132, device:cuda
[2024-03-27 09:11:36.956] [INFO]: training loss: epoch:0, step:190300, loss:3.1201839447021484, device:cuda
[2024-03-27 09:11:46.560] [INFO]: training loss: epoch:0, step:190350, loss:3.197798013687134, device:cuda
[2024-03-27 09:11:55.698] [INFO]: training loss: epoch:0, step:190400, loss:2.914401054382324, device:cuda
[2024-03-27 09:12:05.519] [INFO]: training loss: epoch:0, step:190450, loss:3.0571863651275635, device:cuda
[2024-03-27 09:12:14.932] [INFO]: training loss: epoch:0, step:190500, loss:2.947026252746582, device:cuda
[2024-03-27 09:12:24.888] [INFO]: training loss: epoch:0, step:190550, loss:3.093803644180298, device:cuda
[2024-03-27 09:12:34.210] [INFO]: training loss: epoch:0, step:190600, loss:2.8457789421081543, device:cuda
[2024-03-27 09:12:43.470] [INFO]: training loss: epoch:0, step:190650, loss:3.243015766143799, device:cuda
[2024-03-27 09:12:52.812] [INFO]: training loss: epoch:0, step:190700, loss:2.7856106758117676, device:cuda
[2024-03-27 09:13:02.629] [INFO]: training loss: epoch:0, step:190750, loss:2.5151424407958984, device:cuda
[2024-03-27 09:13:12.394] [INFO]: training loss: epoch:0, step:190800, loss:3.179758071899414, device:cuda
[2024-03-27 09:13:21.596] [INFO]: training loss: epoch:0, step:190850, loss:2.9163594245910645, device:cuda
[2024-03-27 09:13:30.968] [INFO]: training loss: epoch:0, step:190900, loss:2.5449912548065186, device:cuda
[2024-03-27 09:13:40.645] [INFO]: training loss: epoch:0, step:190950, loss:3.2741799354553223, device:cuda
[2024-03-27 09:13:50.324] [INFO]: training loss: epoch:0, step:191000, loss:3.1549925804138184, device:cuda
[2024-03-27 09:14:00.012] [INFO]: training loss: epoch:0, step:191050, loss:3.1924068927764893, device:cuda
[2024-03-27 09:14:09.990] [INFO]: training loss: epoch:0, step:191100, loss:2.584916114807129, device:cuda
[2024-03-27 09:14:19.679] [INFO]: training loss: epoch:0, step:191150, loss:2.892934799194336, device:cuda
[2024-03-27 09:14:29.220] [INFO]: training loss: epoch:0, step:191200, loss:3.1138577461242676, device:cuda
[2024-03-27 09:14:38.579] [INFO]: training loss: epoch:0, step:191250, loss:2.6281700134277344, device:cuda
[2024-03-27 09:14:48.597] [INFO]: training loss: epoch:0, step:191300, loss:3.110442638397217, device:cuda
[2024-03-27 09:14:57.645] [INFO]: training loss: epoch:0, step:191350, loss:2.563933849334717, device:cuda
[2024-03-27 09:15:07.034] [INFO]: training loss: epoch:0, step:191400, loss:2.5294060707092285, device:cuda
[2024-03-27 09:15:16.809] [INFO]: training loss: epoch:0, step:191450, loss:2.95725417137146, device:cuda
[2024-03-27 09:15:27.141] [INFO]: training loss: epoch:0, step:191500, loss:3.0089800357818604, device:cuda
[2024-03-27 09:15:36.664] [INFO]: training loss: epoch:0, step:191550, loss:2.9543604850769043, device:cuda
[2024-03-27 09:15:45.824] [INFO]: training loss: epoch:0, step:191600, loss:3.2763426303863525, device:cuda
[2024-03-27 09:15:55.497] [INFO]: training loss: epoch:0, step:191650, loss:2.8415589332580566, device:cuda
[2024-03-27 09:16:04.976] [INFO]: training loss: epoch:0, step:191700, loss:3.5641536712646484, device:cuda
[2024-03-27 09:16:14.908] [INFO]: training loss: epoch:0, step:191750, loss:3.3385074138641357, device:cuda
[2024-03-27 09:16:24.106] [INFO]: training loss: epoch:0, step:191800, loss:2.641956329345703, device:cuda
[2024-03-27 09:16:33.404] [INFO]: training loss: epoch:0, step:191850, loss:2.5910279750823975, device:cuda
[2024-03-27 09:16:42.765] [INFO]: training loss: epoch:0, step:191900, loss:2.785325288772583, device:cuda
[2024-03-27 09:16:51.991] [INFO]: training loss: epoch:0, step:191950, loss:2.7945594787597656, device:cuda
[2024-03-27 09:17:01.862] [INFO]: training loss: epoch:0, step:192000, loss:2.929932117462158, device:cuda
[2024-03-27 09:17:11.646] [INFO]: training loss: epoch:0, step:192050, loss:2.8371129035949707, device:cuda
[2024-03-27 09:17:21.507] [INFO]: training loss: epoch:0, step:192100, loss:3.20794415473938, device:cuda
[2024-03-27 09:17:30.653] [INFO]: training loss: epoch:0, step:192150, loss:3.295750856399536, device:cuda
[2024-03-27 09:17:40.051] [INFO]: training loss: epoch:0, step:192200, loss:3.4212453365325928, device:cuda
[2024-03-27 09:17:50.230] [INFO]: training loss: epoch:0, step:192250, loss:2.805471181869507, device:cuda
[2024-03-27 09:18:00.240] [INFO]: training loss: epoch:0, step:192300, loss:3.4653961658477783, device:cuda
[2024-03-27 09:18:09.988] [INFO]: training loss: epoch:0, step:192350, loss:3.246427059173584, device:cuda
[2024-03-27 09:18:19.866] [INFO]: training loss: epoch:0, step:192400, loss:3.37619948387146, device:cuda
[2024-03-27 09:18:28.965] [INFO]: training loss: epoch:0, step:192450, loss:2.932349920272827, device:cuda
[2024-03-27 09:18:38.290] [INFO]: training loss: epoch:0, step:192500, loss:2.7859606742858887, device:cuda
[2024-03-27 09:18:47.668] [INFO]: training loss: epoch:0, step:192550, loss:2.9612364768981934, device:cuda
[2024-03-27 09:18:56.918] [INFO]: training loss: epoch:0, step:192600, loss:2.2589776515960693, device:cuda
[2024-03-27 09:19:06.503] [INFO]: training loss: epoch:0, step:192650, loss:2.7192652225494385, device:cuda
[2024-03-27 09:19:16.180] [INFO]: training loss: epoch:0, step:192700, loss:2.555826425552368, device:cuda
[2024-03-27 09:19:26.025] [INFO]: training loss: epoch:0, step:192750, loss:3.2650346755981445, device:cuda
[2024-03-27 09:19:35.378] [INFO]: training loss: epoch:0, step:192800, loss:3.1189661026000977, device:cuda
[2024-03-27 09:19:45.310] [INFO]: training loss: epoch:0, step:192850, loss:3.0096354484558105, device:cuda
[2024-03-27 09:19:55.005] [INFO]: training loss: epoch:0, step:192900, loss:2.751042127609253, device:cuda
[2024-03-27 09:20:03.951] [INFO]: training loss: epoch:0, step:192950, loss:3.239217758178711, device:cuda
[2024-03-27 09:20:13.684] [INFO]: training loss: epoch:0, step:193000, loss:2.9018218517303467, device:cuda
[2024-03-27 09:20:23.420] [INFO]: training loss: epoch:0, step:193050, loss:2.4297094345092773, device:cuda
[2024-03-27 09:20:33.044] [INFO]: training loss: epoch:0, step:193100, loss:2.530620813369751, device:cuda
[2024-03-27 09:20:42.914] [INFO]: training loss: epoch:0, step:193150, loss:3.139101982116699, device:cuda
[2024-03-27 09:20:52.818] [INFO]: training loss: epoch:0, step:193200, loss:3.196357250213623, device:cuda
[2024-03-27 09:21:02.242] [INFO]: training loss: epoch:0, step:193250, loss:2.5732812881469727, device:cuda
[2024-03-27 09:21:11.654] [INFO]: training loss: epoch:0, step:193300, loss:3.079313278198242, device:cuda
[2024-03-27 09:21:21.155] [INFO]: training loss: epoch:0, step:193350, loss:3.1653425693511963, device:cuda
[2024-03-27 09:21:31.021] [INFO]: training loss: epoch:0, step:193400, loss:2.6454455852508545, device:cuda
[2024-03-27 09:21:40.474] [INFO]: training loss: epoch:0, step:193450, loss:2.7083840370178223, device:cuda
[2024-03-27 09:21:49.429] [INFO]: training loss: epoch:0, step:193500, loss:2.7845239639282227, device:cuda
[2024-03-27 09:21:59.113] [INFO]: training loss: epoch:0, step:193550, loss:3.3511669635772705, device:cuda
[2024-03-27 09:22:08.817] [INFO]: training loss: epoch:0, step:193600, loss:3.1187570095062256, device:cuda
[2024-03-27 09:22:18.017] [INFO]: training loss: epoch:0, step:193650, loss:3.4927773475646973, device:cuda
[2024-03-27 09:22:27.490] [INFO]: training loss: epoch:0, step:193700, loss:3.121201515197754, device:cuda
[2024-03-27 09:22:37.023] [INFO]: training loss: epoch:0, step:193750, loss:3.1626696586608887, device:cuda
[2024-03-27 09:22:46.292] [INFO]: training loss: epoch:0, step:193800, loss:2.912339925765991, device:cuda
[2024-03-27 09:22:55.374] [INFO]: training loss: epoch:0, step:193850, loss:2.788959503173828, device:cuda
[2024-03-27 09:23:05.159] [INFO]: training loss: epoch:0, step:193900, loss:2.426098108291626, device:cuda
[2024-03-27 09:23:15.200] [INFO]: training loss: epoch:0, step:193950, loss:3.1586532592773438, device:cuda
[2024-03-27 09:23:25.402] [INFO]: training loss: epoch:0, step:194000, loss:2.7906811237335205, device:cuda
[2024-03-27 09:23:34.893] [INFO]: training loss: epoch:0, step:194050, loss:2.764331340789795, device:cuda
[2024-03-27 09:23:44.832] [INFO]: training loss: epoch:0, step:194100, loss:3.4381399154663086, device:cuda
[2024-03-27 09:23:54.517] [INFO]: training loss: epoch:0, step:194150, loss:3.0450658798217773, device:cuda
[2024-03-27 09:24:04.918] [INFO]: training loss: epoch:0, step:194200, loss:2.7254061698913574, device:cuda
[2024-03-27 09:24:15.059] [INFO]: training loss: epoch:0, step:194250, loss:2.9985852241516113, device:cuda
[2024-03-27 09:24:24.205] [INFO]: training loss: epoch:0, step:194300, loss:2.8919906616210938, device:cuda
[2024-03-27 09:24:33.844] [INFO]: training loss: epoch:0, step:194350, loss:3.2125842571258545, device:cuda
[2024-03-27 09:24:42.884] [INFO]: training loss: epoch:0, step:194400, loss:2.4262802600860596, device:cuda
[2024-03-27 09:24:52.487] [INFO]: training loss: epoch:0, step:194450, loss:2.9666695594787598, device:cuda
[2024-03-27 09:25:02.432] [INFO]: training loss: epoch:0, step:194500, loss:2.551792621612549, device:cuda
[2024-03-27 09:25:12.001] [INFO]: training loss: epoch:0, step:194550, loss:2.9874565601348877, device:cuda
[2024-03-27 09:25:21.857] [INFO]: training loss: epoch:0, step:194600, loss:3.4063868522644043, device:cuda
[2024-03-27 09:25:30.925] [INFO]: training loss: epoch:0, step:194650, loss:2.627296209335327, device:cuda
[2024-03-27 09:25:40.449] [INFO]: training loss: epoch:0, step:194700, loss:2.716675281524658, device:cuda
[2024-03-27 09:25:50.398] [INFO]: training loss: epoch:0, step:194750, loss:2.8897016048431396, device:cuda
[2024-03-27 09:26:00.085] [INFO]: training loss: epoch:0, step:194800, loss:2.5900650024414062, device:cuda
[2024-03-27 09:26:09.714] [INFO]: training loss: epoch:0, step:194850, loss:2.6489710807800293, device:cuda
[2024-03-27 09:26:19.281] [INFO]: training loss: epoch:0, step:194900, loss:2.5255250930786133, device:cuda
[2024-03-27 09:26:28.916] [INFO]: training loss: epoch:0, step:194950, loss:3.0780434608459473, device:cuda
[2024-03-27 09:26:39.086] [INFO]: training loss: epoch:0, step:195000, loss:3.067800283432007, device:cuda
[2024-03-27 09:26:48.712] [INFO]: training loss: epoch:0, step:195050, loss:2.908236265182495, device:cuda
[2024-03-27 09:26:57.563] [INFO]: training loss: epoch:0, step:195100, loss:3.2002313137054443, device:cuda
[2024-03-27 09:27:07.095] [INFO]: training loss: epoch:0, step:195150, loss:3.4199116230010986, device:cuda
[2024-03-27 09:27:16.449] [INFO]: training loss: epoch:0, step:195200, loss:2.663255214691162, device:cuda
[2024-03-27 09:27:25.854] [INFO]: training loss: epoch:0, step:195250, loss:2.853851318359375, device:cuda
[2024-03-27 09:27:35.509] [INFO]: training loss: epoch:0, step:195300, loss:2.680476665496826, device:cuda
[2024-03-27 09:27:44.869] [INFO]: training loss: epoch:0, step:195350, loss:3.1744728088378906, device:cuda
[2024-03-27 09:27:54.863] [INFO]: training loss: epoch:0, step:195400, loss:2.743299961090088, device:cuda
[2024-03-27 09:28:04.547] [INFO]: training loss: epoch:0, step:195450, loss:2.538179636001587, device:cuda
[2024-03-27 09:28:13.170] [INFO]: training loss: epoch:0, step:195500, loss:2.810126304626465, device:cuda
[2024-03-27 09:28:22.257] [INFO]: training loss: epoch:0, step:195550, loss:3.0248093605041504, device:cuda
[2024-03-27 09:28:31.298] [INFO]: training loss: epoch:0, step:195600, loss:2.9269797801971436, device:cuda
[2024-03-27 09:28:41.010] [INFO]: training loss: epoch:0, step:195650, loss:2.843289375305176, device:cuda
[2024-03-27 09:28:50.761] [INFO]: training loss: epoch:0, step:195700, loss:3.0767879486083984, device:cuda
[2024-03-27 09:29:00.156] [INFO]: training loss: epoch:0, step:195750, loss:2.9496774673461914, device:cuda
[2024-03-27 09:29:09.737] [INFO]: training loss: epoch:0, step:195800, loss:2.654353141784668, device:cuda
[2024-03-27 09:29:18.814] [INFO]: training loss: epoch:0, step:195850, loss:3.2208497524261475, device:cuda
[2024-03-27 09:29:27.922] [INFO]: training loss: epoch:0, step:195900, loss:2.852379560470581, device:cuda
[2024-03-27 09:29:37.030] [INFO]: training loss: epoch:0, step:195950, loss:2.689340829849243, device:cuda
[2024-03-27 09:29:46.258] [INFO]: training loss: epoch:0, step:196000, loss:2.912219524383545, device:cuda
[2024-03-27 09:29:55.768] [INFO]: training loss: epoch:0, step:196050, loss:2.4452321529388428, device:cuda
[2024-03-27 09:30:07.028] [INFO]: training loss: epoch:0, step:196100, loss:2.362203359603882, device:cuda
[2024-03-27 09:30:16.966] [INFO]: training loss: epoch:0, step:196150, loss:3.419095277786255, device:cuda
[2024-03-27 09:30:26.786] [INFO]: training loss: epoch:0, step:196200, loss:3.577335834503174, device:cuda
[2024-03-27 09:30:36.878] [INFO]: training loss: epoch:0, step:196250, loss:3.103611469268799, device:cuda
[2024-03-27 09:30:46.280] [INFO]: training loss: epoch:0, step:196300, loss:2.826768159866333, device:cuda
[2024-03-27 09:30:55.989] [INFO]: training loss: epoch:0, step:196350, loss:2.7572643756866455, device:cuda
[2024-03-27 09:31:05.061] [INFO]: training loss: epoch:0, step:196400, loss:2.9987502098083496, device:cuda
[2024-03-27 09:31:15.276] [INFO]: training loss: epoch:0, step:196450, loss:2.947575569152832, device:cuda
[2024-03-27 09:31:25.076] [INFO]: training loss: epoch:0, step:196500, loss:2.990464210510254, device:cuda
[2024-03-27 09:31:34.905] [INFO]: training loss: epoch:0, step:196550, loss:2.419081687927246, device:cuda
[2024-03-27 09:31:44.269] [INFO]: training loss: epoch:0, step:196600, loss:3.0708839893341064, device:cuda
[2024-03-27 09:31:53.895] [INFO]: training loss: epoch:0, step:196650, loss:2.547839403152466, device:cuda
[2024-03-27 09:32:03.278] [INFO]: training loss: epoch:0, step:196700, loss:2.509338855743408, device:cuda
[2024-03-27 09:32:12.804] [INFO]: training loss: epoch:0, step:196750, loss:3.0431618690490723, device:cuda
[2024-03-27 09:32:22.694] [INFO]: training loss: epoch:0, step:196800, loss:2.837679624557495, device:cuda
[2024-03-27 09:32:32.559] [INFO]: training loss: epoch:0, step:196850, loss:3.224898099899292, device:cuda
[2024-03-27 09:32:42.898] [INFO]: training loss: epoch:0, step:196900, loss:2.9593265056610107, device:cuda
[2024-03-27 09:32:52.769] [INFO]: training loss: epoch:0, step:196950, loss:3.1076204776763916, device:cuda
[2024-03-27 09:33:02.457] [INFO]: training loss: epoch:0, step:197000, loss:2.8510451316833496, device:cuda
[2024-03-27 09:33:11.813] [INFO]: training loss: epoch:0, step:197050, loss:2.9109857082366943, device:cuda
[2024-03-27 09:33:21.030] [INFO]: training loss: epoch:0, step:197100, loss:3.346787452697754, device:cuda
[2024-03-27 09:33:30.301] [INFO]: training loss: epoch:0, step:197150, loss:2.677816152572632, device:cuda
[2024-03-27 09:33:39.911] [INFO]: training loss: epoch:0, step:197200, loss:3.104130506515503, device:cuda
[2024-03-27 09:33:49.862] [INFO]: training loss: epoch:0, step:197250, loss:3.1247756481170654, device:cuda
[2024-03-27 09:33:59.438] [INFO]: training loss: epoch:0, step:197300, loss:2.9620466232299805, device:cuda
[2024-03-27 09:34:09.486] [INFO]: training loss: epoch:0, step:197350, loss:2.828536033630371, device:cuda
[2024-03-27 09:34:19.358] [INFO]: training loss: epoch:0, step:197400, loss:3.258159637451172, device:cuda
[2024-03-27 09:34:28.545] [INFO]: training loss: epoch:0, step:197450, loss:3.063084840774536, device:cuda
[2024-03-27 09:34:38.226] [INFO]: training loss: epoch:0, step:197500, loss:3.7348580360412598, device:cuda
[2024-03-27 09:34:47.718] [INFO]: training loss: epoch:0, step:197550, loss:3.0975422859191895, device:cuda
[2024-03-27 09:34:56.932] [INFO]: training loss: epoch:0, step:197600, loss:3.038933277130127, device:cuda
[2024-03-27 09:35:06.350] [INFO]: training loss: epoch:0, step:197650, loss:2.6678011417388916, device:cuda
[2024-03-27 09:35:15.948] [INFO]: training loss: epoch:0, step:197700, loss:3.37630295753479, device:cuda
[2024-03-27 09:35:24.882] [INFO]: training loss: epoch:0, step:197750, loss:2.867703437805176, device:cuda
[2024-03-27 09:35:33.918] [INFO]: training loss: epoch:0, step:197800, loss:2.608004093170166, device:cuda
[2024-03-27 09:35:43.730] [INFO]: training loss: epoch:0, step:197850, loss:3.2300150394439697, device:cuda
[2024-03-27 09:35:53.658] [INFO]: training loss: epoch:0, step:197900, loss:2.8978424072265625, device:cuda
[2024-03-27 09:36:03.290] [INFO]: training loss: epoch:0, step:197950, loss:2.5024263858795166, device:cuda
